label,text_clean,text_preprocessed
negative,kerusakan parah juga terjadi di kampung wani  kecamatan tanatopea kabupaten donggala sulawesi tengah akibat gempa donggala dan tsunami palu sulawesi tengah pada jumat,"['rusa', 'parah', 'kampung', 'wani', 'camat', 'tanatopea', 'kabupaten', 'donggala', 'sulawesi', 'akibat', 'gempa', 'donggala', 'tsunami', 'palu', 'sulawesi', 'jumat']"
negative,stasiun pengamatan pasut big di pelabuhan pantoloan palu ternyata tidak rusak dan masih bisa beroperasi jadi terhentinya aliran data saat gempa diakibatkan karena rusakterganggu nya jaringan komunikasi saat tersebut,"['stasiun', 'amat', 'pasut', 'big', 'labuh', 'pantoloan', 'palu', 'rusak', 'operasi', 'henti', 'alir', 'data', 'gempa', 'akibat', 'rusakterganggu', 'nya', 'jaring', 'komunikasi']"
negative,fitria yang sudah  bulan menetap di kota palu untuk mengikuti suaminya tidak menyangka ikut merasakan dahsyatnya gempa sulawesi tengah,"['fitria', 'tetap', 'kota', 'palu', 'ikut', 'suami', 'sangka', 'rasa', 'dahsyat', 'gempa', 'sulawesi']"
negative,penanganan bencana gempa palu yang dirumitkan aksi penjarahan,"['tangan', 'bencana', 'gempa', 'palu', 'rumit', 'aksi', 'jarah']"
negative,yg pnya point di tokped atau cashback yg g  di sumbangkan ke korban gempa bumi palu tuh lumahan tuk meringakan beban saudar qta di sana,"['yg', 'pnya', 'point', 'tokped', 'cashback', 'yg', 'g', 'sumbang', 'korban', 'gempa', 'bumi', 'palu', 'tuh', 'lumahan', 'tuk', 'meringakan', 'beban', 'saudar', 'qta']"
negative,semua mata dan perhatian kita sedang tertuju pada musibah gempa dan tsunami di palu eh ini si nenek sibuk buat hoax dan tolol nya lagi si kardus percaya aja tuh dasar bintang kardus,"['mata', 'perhati', 'musibah', 'gempa', 'tsunami', 'palu', 'eh', 'si', 'nenek', 'sibuk', 'hoax', 'tolol', 'nya', 'si', 'kardus', 'percaya', 'aja', 'tuh', 'dasar', 'bintang', 'kardus']"
negative,terima kasih pak  atas pengertiannya utk membantu korban gempa palu dan donggala pemerintah telah menyiapkan  helikopter hingga kapal pesiar begitu istimewanya lintah darat bagi rezim jkw shg penyambutannya luar biasa,"['terima', 'kasih', 'erti', 'utk', 'bantu', 'korban', 'gempa', 'palu', 'donggala', 'perintah', 'helikopter', 'kapal', 'pesiar', 'istimewa', 'lintah', 'darat', 'rezim', 'jkw', 'shg', 'sambut']"
negative,id yung allah gus suwe ora metu metu pisan nylathu ada gempa lombok dan palu membisu paling malah mbatin sing kuoso mbales no loro ati ku,"['id', 'yung', 'allah', 'gus', 'suwe', 'ora', 'metu', 'metu', 'pis', 'nylathu', 'gempa', 'lombok', 'palu', 'bisu', 'mbatin', 'sing', 'kuoso', 'mbales', 'no', 'loro', 'ati', 'ku']"
negative,tega banget kalian ketawa terhadap perempuan tua yang dihajar sampai bonyok begitu then tega banget kalian memakai isu hoax sampah murahan di tengah kondisi rakyat palu dan donggala yang sedang menderita karena gempa dan tsunami,"['tega', 'banget', 'ketawa', 'perempuan', 'tua', 'hajar', 'bonyok', 'then', 'tega', 'banget', 'pakai', 'isu', 'hoax', 'sampah', 'murah', 'kondisi', 'rakyat', 'palu', 'donggala', 'derita', 'gempa', 'tsunami']"
negative,id drone footage video aerial kerusakan akibat dampak gempa dan tsunami palu tampak pula kerusakan jembatan yang menjadi ikon kota palu jembatan ponulele di muara sungai masih banyak,"['id', 'drone', 'footage', 'video', 'aerial', 'rusa', 'akibat', 'dampak', 'gempa', 'tsunami', 'palu', 'rusa', 'jembatan', 'ikon', 'kota', 'palu', 'jembatan', 'ponulele', 'muara', 'sungai']"
negative,order can calligraphy of arabic can berarti sudah berdonasi untuk korban gempa dan tsunami di donggala amp palu cukup bayar  dari harga aslinya sisanya  di donasikan ke palu amp,"['order', 'can', 'calligraphy', 'of', 'arabic', 'can', 'donasi', 'korban', 'gempa', 'tsunami', 'donggala', 'amp', 'palu', 'bayar', 'harga', 'asli', 'sisa', 'donasi', 'palu', 'amp']"
negative,peduli sulawesi tengah gempa amp tsunami palu puluhan ribu kehilangan tempat tinggal dan mengungsi  salurkan kepedulian anda melalui rekening kemanusiaan,"['peduli', 'sulawesi', 'gempa', 'amp', 'tsunami', 'palu', 'puluh', 'ribu', 'hilang', 'tinggal', 'ungsi', 'salur', 'peduli', 'rekening', 'manusia']"
negative,i liked a  video  kesaksian pilot batik air lolos dari gempa amp tsunami palu,"['i', 'liked', 'a', 'video', 'saksi', 'pilot', 'batik', 'air', 'lolos', 'gempa', 'amp', 'tsunami', 'palu']"
negative,anthonius gunawan agung disebut pahlawan nasional oleh pilot batik air yang pesawatnya diselamatkan pesawat batik air yang dikemudikan oleh pilot ricosetta mafella selamat dari gempa bumi dan tsunami di palu karena aksi petugas pengawas lalu lintas,"['anthonius', 'gunawan', 'agung', 'pahlawan', 'nasional', 'pilot', 'batik', 'air', 'pesawat', 'selamat', 'pesawat', 'batik', 'air', 'kemudi', 'pilot', 'ricosetta', 'mafella', 'selamat', 'gempa', 'bumi', 'tsunami', 'palu', 'aksi', 'tugas', 'awas', 'lintas']"
negative,info menarik terbaru tentang breaking news   pengungsi gempa palu dan donggala tiba di juanda ada yang,"['info', 'tarik', 'baru', 'breaking', 'news', 'ungsi', 'gempa', 'palu', 'donggala', 'juanda']"
negative,kalo lihat keluhan beberapa pengungsi korban gempa palu dan sekitarnya penanganan seolah tidak merata sebaiknya ada instansi yg menjawab soal ini,"['kalo', 'lihat', 'keluh', 'ungsi', 'korban', 'gempa', 'palu', 'tangan', 'rata', 'instansi', 'yg']"
negative,waktu zaman kecil dulu zaman majalah bobo yg ditunggu seminggu sekali si bobo heboh banget bikin opera si nyamuk kalau sekarang kayaknya ada drama baru yang nutupin kehebohan gempa palu opera si plastik,"['zaman', 'zaman', 'majalah', 'bobo', 'yg', 'tunggu', 'minggu', 'si', 'bobo', 'heboh', 'banget', 'bikin', 'opera', 'si', 'nyamuk', 'kayak', 'drama', 'nutupin', 'heboh', 'gempa', 'palu', 'opera', 'si', 'plastik']"
negative,inilah daftar fasilitas kesehatan untuk penanganan korban gempa dan tsunami di kota palu dan kabupaten donggala via,"['daftar', 'fasilitas', 'sehat', 'tangan', 'korban', 'gempa', 'tsunami', 'kota', 'palu', 'kabupaten', 'donggala', 'via']"
negative,info menarik terbaru tentang setelah gempa   hektar wilayah palu amblas lebih dari  bangunan rusak,"['info', 'tarik', 'baru', 'gempa', 'hektar', 'wilayah', 'palu', 'amblas', 'bangun', 'rusak']"
negative,bantu warga palu ini yang dilakukan elce blod id dan pmi  gorontalo  gerakan donasi untuk korban gempa dan tsunami palu dan donggala sulawesi alam donggala  diterbitkan oleh  van robin,"['bantu', 'warga', 'palu', 'elce', 'blod', 'id', 'pmi', 'gorontalo', 'gera', 'donasi', 'korban', 'gempa', 'tsunami', 'palu', 'donggala', 'sulawesi', 'alam', 'donggala', 'terbit', 'van', 'robin']"
negative,video ini bukan erupsi gunung soputan  hoax tentang gempa dan tsunami di paludonggala,"['video', 'erupsi', 'gunung', 'soputan', 'hoax', 'gempa', 'tsunami', 'paludonggala']"
negative,potret memilukan dahsyatnya gempa bumi di kampung petobo palu yang disebut tertelan bumi,"['potret', 'milu', 'dahsyat', 'gempa', 'bumi', 'kampung', 'petobo', 'palu', 'tel', 'bumi']"
negative,bahkan gempa palu yg memilukan yg tak kalah memilukan dr lombokserasa kok seperti hoax saja karena berita di luar negeri menyatakan dead toll tapi di negeri iniseakan bencana yg biasa sajaaku tak tahu jugasiapa tahu hoax,"['gempa', 'palu', 'yg', 'milu', 'yg', 'kalah', 'milu', 'dr', 'lombokserasa', 'hoax', 'berita', 'negeri', 'dead', 'toll', 'negeri', 'iniseakan', 'bencana', 'yg', 'sajaaku', 'jugasiapa', 'hoax']"
negative,rapat penggalangan dana untuk korban gempa palu yang prakarsai oleh ipnuippnu dan ipm ranting sumuran mari sisihkan rizqi kita untuk saudarasaudara kita di palu dan,"['rapat', 'galang', 'dana', 'korban', 'gempa', 'palu', 'prakarsa', 'ipnuippnu', 'ipm', 'ranting', 'sumur', 'mari', 'sisih', 'rizqi', 'saudarasaudara', 'palu']"
negative,tiap pagi denger berita di radio yg memberitai soal gempa palu ini suka bikin emosi yg dibahas gempa sulawesi as  pulau kena semua padahal kaga,"['pagi', 'denger', 'berita', 'radio', 'yg', 'berita', 'gempa', 'palu', 'suka', 'bikin', 'emosi', 'yg', 'bahas', 'gempa', 'sulawesi', 'as', 'pulau', 'kena', 'kaga']"
negative,for indonesia army  ina army  also can do donate at this link  data sementara  orang meninggal akibat gempa   sr yang mengguncang donggala dan menyebabkan tsunami di palu sulawesi tengah bantu donasi dengan klik,"['for', 'indonesia', 'army', 'ina', 'army', 'also', 'can', 'do', 'donate', 'at', 'this', 'link', 'data', 'orang', 'tinggal', 'akibat', 'gempa', 'sr', 'guncang', 'donggala', 'sebab', 'tsunami', 'palu', 'sulawesi', 'bantu', 'donasi', 'klik']"
negative,setuju banget sama perkataan ini berita gempa di palu jadi tergeser oleh berita emak emak yang lagi heboh operasi plastik,"['tuju', 'banget', 'kata', 'berita', 'gempa', 'palu', 'geser', 'berita', 'emak', 'emak', 'heboh', 'operasi', 'plastik']"
negative,gempa sulteng uns kirim tim tanggap bencana ke palu,"['gempa', 'sulteng', 'uns', 'kirim', 'tim', 'tanggap', 'bencana', 'palu']"
negative,info menarik terbaru tentang kisah dramatis pasutri mojokerto selamat dari gempa tsunami palu hingga bisa,"['info', 'tarik', 'baru', 'kisah', 'dramatis', 'pasutri', 'mojokerto', 'selamat', 'gempa', 'tsunami', 'palu']"
negative,i liked a  video  kesaksian pilot batik air yang menerbangakan id selamat dari gempa palu captain,"['i', 'liked', 'a', 'video', 'saksi', 'pilot', 'batik', 'air', 'menerbangakan', 'id', 'selamat', 'gempa', 'palu', 'captain']"
negative,makna apa di balik berbagai peristiwa gempa dan tsunami palu sigi dan donggala jumat  september  meninggalkan duka yg mendalam semoga para korban diberi ketabahan yg meninggal diampuni kesalahannya dan di terima pada tempat yg layak mari semua kita kita membantu,"['makna', 'peristiwa', 'gempa', 'tsunami', 'palu', 'sigi', 'donggala', 'jumat', 'september', 'tinggal', 'duka', 'yg', 'dalam', 'moga', 'korban', 'tabah', 'yg', 'tinggal', 'ampun', 'salah', 'terima', 'yg', 'layak', 'mari', 'bantu']"
negative,gempa palu seminggu juga selesai antara hoax dan khayalan,"['gempa', 'palu', 'minggu', 'selesai', 'hoax', 'khayal']"
negative,info menarik terbaru tentang kisah korban gempa palu yang tiba di juanda rabu malam mardi butuh,"['info', 'tarik', 'baru', 'kisah', 'korban', 'gempa', 'palu', 'juanda', 'rabu', 'malam', 'mardi', 'butuh']"
negative,yuk kita bantu saudara kita yang terkena bencana gempa tsunami dan lumpur di palu dan donggala mereka mebutuhken uluran tangan kita ingat mereka saudara kita saudara seagama sebangsa,"['yuk', 'bantu', 'saudara', 'kena', 'bencana', 'gempa', 'tsunami', 'lumpur', 'palu', 'donggala', 'mebutuhken', 'ulur', 'tangan', 'saudara', 'saudara', 'agama', 'bangsa']"
negative,info menarik terbaru tentang update terakhir gempa dan tsunami palu korban jiwa capai  yang masih,"['info', 'tarik', 'baru', 'update', 'gempa', 'tsunami', 'palu', 'korban', 'jiwa', 'capai']"
negative,mari kita ringankan duka saudara kita yang terkena bencana gempa tsunami palu donggala berapapun bantuan kita sangat berarti bagi saudara kita yang terkena musibah donasi bapak ibu hamba allah dapat disalurkan di link dibawah ini,"['mari', 'ringan', 'duka', 'saudara', 'kena', 'bencana', 'gempa', 'tsunami', 'palu', 'donggala', 'bantu', 'saudara', 'kena', 'musibah', 'donasi', 'hamba', 'allah', 'salur', 'link', 'bawah']"
negative,pertama kali saya liat foto ini beredar di sosmed saya pikir korban gempa di palu yang tertimpa reruntuhan bangunan restoran padang eh rupa rupanya kau berbahaya bisa bisanya aku terlena kamu seperti ular seperti ular,"['kali', 'liat', 'foto', 'edar', 'sosmed', 'pikir', 'korban', 'gempa', 'palu', 'timpa', 'runtuh', 'bangun', 'restoran', 'padang', 'eh', 'rupa', 'kau', 'bahaya', 'bisa', 'lena', 'ular', 'ular']"
negative,gempa di palu tapi dada sarumpet rata hingga ke perut ngga ada sedikitpun tonjolan dasar nenek lampir,"['gempa', 'palu', 'dada', 'sarumpet', 'perut', 'ngga', 'sedikit', 'tonjol', 'dasar', 'nenek', 'lampir']"
negative,kalian sibuk urus hoax pak jokowi sibuk menenangkan amp mengatasi masalah masyarakat korban gempa amp tsunami palu dsk,"['sibuk', 'urus', 'hoax', 'jokowi', 'sibuk', 'tenang', 'amp', 'atas', 'masyarakat', 'korban', 'gempa', 'amp', 'tsunami', 'palu', 'dsk']"
negative,id siaran pers  no hmkominfo point  hoax potoh gerak cepat relawan fpi evakuasi korban gempa palu konfirmasi dari sutopo purwo nugroho kepala humas bnpb siapah yang hoax fpi ato kominfo,"['id', 'siar', 'pers', 'no', 'hmkominfo', 'point', 'hoax', 'potoh', 'gerak', 'cepat', 'rawan', 'fpi', 'evakuasi', 'korban', 'gempa', 'palu', 'konfirmasi', 'sutopo', 'purwo', 'nugroho', 'kepala', 'humas', 'bnpb', 'siapah', 'hoax', 'fpi', 'ato', 'kominfo']"
negative,cerita warga toraja di palu yang selamat dari gempa  via,"['cerita', 'warga', 'toraja', 'palu', 'selamat', 'gempa', 'via']"
negative,momen mengharukan saat anak kecil korban gempa tsunami palu minta ikut naik mobil jokowi  lewat,"['momen', 'haru', 'anak', 'korban', 'gempa', 'tsunami', 'palu', 'mobil', 'jokowi']"
negative,kisah pengungsi dari palu jualan roti sejak  mampu bangun rumah ambruk digoyang gempa,"['kisah', 'ungsi', 'palu', 'jual', 'roti', 'bangun', 'rumah', 'ambruk', 'goyang', 'gempa']"
negative,diawal  roy kiyoshi menyebut tentang gempa dan tsunami di palu saya melihat akan ada air besar,"['awal', 'roy', 'kiyoshi', 'sebut', 'gempa', 'tsunami', 'palu', 'air']"
